word,spell
انجیر,/'anjir/
تزویج,/tazvij/
انجیده,/'anjide/
متداول,/mote(a)dāvel/
غشغرغ,/qešqereq/
متدانی,/mote(a)dāni/
آبرفت,/'ābroft/
دوبرادران,/dobarādarān/
آبشار,/'ābšār/
آبشامه,/'ābšāme/
پرپایه,/porpāye/
متشوق,/motašavveq/
حشری,/hašari/
خلوت گزین,/xalvatgozin/
بوشاسب,/bušāsb/
بلنداختر,/boland[']axtar/
غشم,/qašm/
دوردست,/durdast/
جذام,/jozām/
جذاذه,/jozāze/
دیف رخش,/difraxš/
حلال زاده,/halālzāde/
پرمدعا,/pormodda'ā/
رهزن,/rahzan/
دیفروجس,/difrujes/
بوشاد,/bušād/
حلال خور,/halālxor/
خبه,/xabe/
رقص کنان,/raqskonān/
صرصر,/sarsar/
رقصیدن,/raqsidan/
خبوک,/xabuk/
صرر,/sorar/
نواسیر,/navāsir/
آوار,/'āvār/
فاقه,/fāqe/
طول,/to[w]l/
طوقه,/to[w]qe/
جوامد,/javāmed/
نبوت,/nabvat/
نبوغ,/nobuq/
جوامع,/javāme'/
ابار,/'abār/
اباریق,/'abāriq/
قفا,/qafā/
اصفر,/'asfar/
عکه,/'akke/
اتباع,/'atbā'/
اصفرار,/'esferār/
جاندار,/jāndār/
اکتهال,/'ektehāl/
فخن,/faxan/
خزائن,/xazā'(y)en/
پرآمدوشد,/por[']āmadošod/
مطرز,/motarraz/
پرآفت,/por[']āfat/
علا,/'alā/
فخیم,/faxim/
پشتیوان,/poštivān/
گشتا,/goštā/
خزدوک,/xazduk/
گشت,/gašt/
شاهنشاه,/šāhanšāh/
فلنجمشک,/falanjmo(e)šk/
فلماخن,/falmāxan/
شاهنشاهی,/šāhanšāhi/
ترخون,/tarxun/
بندش,/bandaš/
تکنیسین,/teknisiyan/
تکنولوژی,/teknoloži/
بندشناسی,/bandšenāsi/
خردک نگرش,/xordaknegareš/
خردگی,/xordegi/
س,/s/
داروغه,/dāruqe/
تلهف,/talahhof/
سآمت,/sa'āmat/
مشبهه,/mošabbahe/
تله تایپ,/teletāyp/
اخلاف,/'axlāf/
حاجی,/hāji/
آپارتی,/'āpārti/
دمنه,/demne/
آپارتمان,/'āpārt[e]mān/
دم نگار,/damnegār/
زشت,/zešt/
هنرجو,/honarju/
زش,/zaš/
مضروب فیه,/mazrubonfih/
بخار,/boxār/
معارج,/ma'ārej/
معاذیر,/ma'āzir/
صابر,/sāber/
صاب,/sāb/
بخ,/bax[x]/
عانه,/'āne/
عاند,/'āned/
داراشکنه,/dār[']eškane/
آنتراسن,/'ānt[e]rāsen/
مطیب,/motayyeb/
بوجاری,/bujāri/
مطهره,/ma(e)thare/
کتغ,/kataq/
بوجهل,/bujahl/
راهنمایی,"/rāhna(e,o)māy(')i/"
راهنمون,/rāhne(o)mun/
نسک,/nask/
پرژک,/paržak/
رمه یار,/rameyār/
منغص,/monaqqas/
منازع,/monāze'/
منازعه,/monāze'e/
پوزه,/puze/
پوزیتیو,/pozitiv/
تساوی,/tasāvi/
نسیه,/nasiye/
فراخ دوش,/farāxduš/
نشا,/našā/
فراخ دهان,/farāxdahān/
تسامع,/tasāmo'/
نر,/nar/
نراک,/narāk/
مانه,/māne/
اطلال,/'atlāl/
باستان شناس,/bāstānšenās/
سنباننده,/sombānande/
غابر,/qāber/
تعوذ,/ta'avvoz/
اطلاق,/'etlāq/
شهلا,/šahlā/
سیانور,/siyānur/
سیان,/sayān/
کهنه فروش,/kohneforuš/
بسط,/bast/
پرزور,/porzur/
پرزه,/porze/
اخوات,/'axavāt/
اغماض,/'eqmāz/
کهنه غلتاق,/kohneqaltāq/
اغمار,/'aqmār/
نمایش نامه,"/na(e,o)māyešnāme/"
لنگر,/langar/
نفاق,/nafāq/
گری,/gari/
لنگان لنگان,/langānlangān/
جادونژاد,/jādunežād/
رنجیده,/ranjide/
جادومنش,/jādumaneš/
رنجیدن,/ranjidan/
انثنا,/'ensenā/
سرقت,/serqat/
درگسلانیدن,/dargosa(e)lānidan/
درگه,/dargah/
انثی,/'onsā/
شب خیز,/šabxiz/
سرقافله,/sarqāfele/
گرهه,/gorohe/
بیت الحزن,/beytolhazan/
گردون شکاف,/gardunšekaf/
تورنگ,/turang/
کاسبرگ,/kāsbarg/
توروه,/turave/
کاسب,/kāseb/
تسخین,/tasxin/
تسخیر,/tasxir/
تیغ پر,/tiqpar/
منی,/mani/
گیل,/gil/
گیشه,/giše/
منیب,/monib/
پرو,/parv/
مساهمت,/mosāhemat/
مساهم,/mosāhem/
باریابی,/bāryābi/
پرنیخ,/parnix/
افصح,/'afsah/
آق سقال,/'āqsaqqāl/
مخترع,/moxtara'/
مختتم,/moxtatem/
حصین,/hasin/
آقچه,/'āqče/
زنوج,/zonuj/
انگره مینو,/'angreminu/
افضال,/'efzāl/
انگروا,/'ange(a)rvā/
بارنامچه,/bārnāmče/
بارمایه,/bārmāye/
عمر,/'amr/
پرزحیر,/porzahir/
خزانه داری,/xazānedāri/
کشف الابیات,/kašfol'abyāt/
خزانه دار,/xazānedār/
پیروزگاری,/piruzgāri/
ینی,/yeni/
ینی چری,/yeničeri/
پیروزگار,/piruzgār/
هکتولیتر,/hektolitr/
هکتار,/hektār/
گمارنده,/gomārande/
افصاح,/'efsāh/
غم پروری,/qamparvari/
افشه,/'afše/
گماردن,/gomārdan/
بوی گلک,/buygolak/
دودخانه,/dudxāne/
عنصل,/'onsol/
عنصر,/'onsor/
تازه,/tāze/
صف بسته,/safbaste/
صفت,/sefat/
تکان,/te(a)kān/
بخیل,/baxil/
مشک دانه,/mo(e)škdāne/
ناسودمند,/nāsudmand/
مشکچه,/moškče/
رقم,/raqam/
مشمس,/mošammas/
ناسور,/nāsur/
رقعه,/roq'e/
الست,/'alast/
مشمش,/mešmeš/
بیمارستان,/bimārestān/
باریک اندام,/bārik[']andām/
سراحین,/sarāhin/
باریک اندازی,/barik[']andāzi/
سرادار,/sarādār/
بیمارسان,/bimārsān/
نافرهخته,/nāfarhexte/
حفظ الصحه,/hefzossehhe/
سمان,/samān/
اسکنک,/'eskenak/
اسکندروس,/'eskandarus/
متبحر,/mote(a)bahher/
متبتل,/motabattel/
بهو,/bahv/
بی آبرو,/bi'āb[e]ru/
خارانداز,/xār[']andāz/
زائر,/zāy(')er/
زائده,/zā'(y)ede/
بی آب,/bi'āb/
اسکیزه,/'eskize/
اسکیزیدن,/'eskizidan/
انصداع,/'ensedā'/
شوا,/ševā/
اتابک,/'atābak/
ادوار,/'advār/
ادواری,/'advāri/
سگ زن,/sagzan/
اطول,/'atval/
عالی تبار,/'ālitabār/
نفح,/nafh/
عالیات,/'āliyāt/
حقانی,/haqqāni/
قلان,/qa(e)lān/
قلال,/qelāl/
معونت,/ma'unat/
بزرک,/bazrak/
رتاج,/retāj/
ایزدپناه,/'izadpanāh/
ایزدگشسب,/'izadgošasb/
ثقب,/saqb/
کهتاب,/kahtāb/
کهبد,/kohbod/
نیم بند,/nimband/
آخوندک,/'āxu(o)nd/
تکین,/takin/
بزرقطونا,/bazreqatunā/
خارکن,/xārkan/
پانزده,/pānzdah/
غوره با,/qurebā/
پانزدهم,/pānzdahom/
گیاه کار,/giyāhkār/
کلش,/kolaš/
جدع,/jad'/
جدری,/jodari/
رقابت,/reqābat/
مستدعی,/mostad'i/
سهل العبور,/sahlol'obur/
اشپشه,/'ešpeše/
نیک طینت,/niktinat/
نیک فرجام,/nikfarjām/
اصل دار,/'asldār/
سه لا,/sel[l]ā/
اصلع,/'asla'/
اهم,/'aham[m]/
مظاهرت,/mozāherat/
مظاهر,/mazāher/
اهمال,/'ehmāl/
ساده رو,/sāderu/
خروشیدن,/xorušidan/
استهلاک,/'estehlāk/
غرابی,/qorābiy[y]/
ژفیده,/žafide/
صابی,/sābi/
لوامع,/lavāme'/
لوایح,/lavāyeh/
اصرار,/'esrār/
پاپ,/pāp/
صابونیه,/sābuniy[y]e/
دیس,/dis/
اصدقا,/'asdeqā/
کارامل,/caramel/
بی فروغ,/biforuq/
چمن,/čaman/
پابه ماه,/pābemāh/
موضوع,/mo[w]zu'/
ناصر,/nāser/
خراشیده,/xarāšide/
بابانوئل,/bābāno'el/
خراشیدن,/xarāšidan/
سپیچ,/sapič/
اشاعت,/'ešā'at/
ناصحانه,/nāsehāne/
صدف,/sadaf/
بابانوروز,/bābāno[w]ruz/
دارزرد,/dārzard/
شهرالصوم,/šahroso[w]m/
یکدست,/yekdast/
یک دانه,/yekdāne/
مرده ریگ,/morderig/
مرده دل,/mordedel/
داردوست,/dārdust/
مارمالاد,/mārmālād/
غرفج,/qa(o)rfaj/
شهرالصبر,/šahrossabr/
پرخار,/porxār/
درمانده,/darmānde/
مارگیر,/mārgir/
یافوخ,/yāfux/
یافته,/yāfte/
پرخ,/perex/
غرام,/qarām/
طره بازی,/torrebāzi/
مانحن فیه,/mānahnofih/
منگیا,/mangiyā/
طره,/torre/
منگوله,/mangule/
گوساله پرست,/gusāleparast/
غراشیده,/qarāšide/
چاکروار,/čākervār/
چاکری,/čākeri/
اکال,/'akkāl/
اموال,/'amvāl/
اکالیپتوس,/'okāliptus/
امواج,/'amvāj/
خنیا,/xonyā/
خنیاگر,/xonyāgar/
مضطرب,/moztareb/
عزوجل,/'azzavajal[l]/
ناس,/nās/
مضطرب الحال,/moztarebolhāl/
فی البدیهه,/felbadihe/
فی الجمله,/feljomle/
فاسدالعقیده,/fāsedol'aqide/
عزوبت,/'ozubat/
حلب,/halab/
بلکن,/balkan/
بلکنجک,/bolkanjak/
حلایل,/halāyel/
کازئین,/kāze'in/
کازیه,/kāziye/
سدره نشین,/sedrenešin/
بغ,/baq/
سدس,/sods/
شاخ,/šāx/
عاشقی,/'āšeqi/
لمیدن,/lamidan/
عاشقه,/'āšeqe/
لمیده,/lamide/
کتیران,/katirān/
کتیرا,/katirā/
بندیمه,/bandime/
ساده جگر,/sādejegar/
ساده,/sāde/
عقور,/'oqur/
عقوق,/'oquq/
مناع الخیر,/mannā'olxeyr/
نما,"/na(e,o)mā/"
نم,/nam/
مناع,/mannā'/
مرطوب,/martub/
مرعا,/mar'ā/
دنبلان,/dombalān/
دنبلیچه,/dombaliče/
تمیمه,/tamime/
تمیش,/tamiš/
ضمیمه,/zamime/
مازندرانی,/māzandarāni/
مقمر,/moqmer/
استجلاب,/'estejlāb/
گشادباز,/gošādbāz/
تکیه گاه,/te(a)k[i]yegāh/
آفتاب رو,/'āftābru/
آفتاب زدگی,/'āftābzadegi/
تگ,/tag/
اولئین,/'ole'in/
خزیه,/xezye/
خزینه,/xazine/
برکات,/bare(a)kāt/
دلیل,/dalil/
دلیک,/dalik/
اماره,/'ammāre/
دخو,/da(e)xu/
واعی,/vā'i/
شاگردانگی,/šāgerdānegi/
صیدافکن,/seyd[']afkan/
وسنی,/va(e)sni/
غالیه مو,/qāliyemu/
غالیه گون,/qāliyegun/
وسواس,/vasvās/
توالت,/tu(o)'ālet/
وجب,/vajab/
دابر,/dāber/
فروکشیدن,/forukešidan/
مبعث,/mab'as/
دین پرور,/dinparvar/
مبطون,/mabtun/
دینامیک,/dināmik/
گندآور,/gond[']āvar/
شوریده سر,/šuridesar/
خشین,/xašin/
خشینه,/xašine/
گندآب,/gand[']āb/
چهارآس,/ča(ā)hār[']ās/
بخت آزمایی,/baxt[']āzmāy(')i/
مزجات,/mozjāt/
رئوستا,/re'ostā/
هماویز,/ham[']āviz/
هماورد,/ham[']āvard/
تاره,/tāre/
گل نوش,/gol[e]nuš/
تارةاخری,/tāratan'oxrā/
اتفاقا,/'ettefāqan/
لهیده,/lehide/
لهیدن,/lehidan/
اتفاق,/'ettefāq/
رئوس,/ro'us/
خبب,/xabab/
گلن گدن,/galange(a)dan/
شرمنده,/šarmande/
شرمندگی,/šarmandegi/
طرفگیر,/tarafgir/
عطاش,/'etāš/
بساطت,/basātat/
گمرک,/gomrok/
حنک,/hanak/
گمست,/gamast/
بلغنده,/bolqonde/
شیشم,/šišom/
پیس,/pis/
پیژاما,/pižāmā/
حیوة,/hayāt/
حیوانیت,/heyvāniy[y]at/
علی,/'elli/
متوشح,/motavaššeh/
متوسل,/mote(a)vassel/
علویه,/'alaviy[y]e/
عصیر,/'asir/
فاقع,/fāqe'/
فستقی,/fostoqi/
چچن,/čečen/
مصدق,/mosaddaq/
مصدع,/mosadde'/
ساقه,/sāqe/
سالاسال,/sālāsāl/
پکمال,/pakmāl/
سالانه,/sālāne/
ساقط,/sāqet/
قساوت,/qa(e)sāvat/
فرمشی,/farmoši/
سکاهن,/sekāhan/
فرمش,/far[a]moš/
سکان,/sakkān/
چپرباف,/čaparbāf/
صدبرگ,/sadbarg/
صداندرصد,/sad[']andarsad/
ستنج,/setanj/
پری بند,/pariband/
ستنبه,/setambe/
ساخته کاچار,/sāxtekāčār/
وشینه,/vašine/
تاکسی متر,/tāksimetr/
ساخته,/sāxte/
غالیه رنگ,/qāliyerang/
غالیه دان,/qāliyedān/
حسرت,/hasrat/
ور,/var/
مسته,/moste/
مستهام,/mostahām/
تازه خط,/tāzexat/
مستوفی الممالک,/mosto[w]fiyolmamālek/
نظره,/nazre/
تازه چهر,/tāzečehr/
حکه,/hekke/
اشناب,/'ašnāb/
اهالی,/'ahāli/
اشنا,/'ašnā/
بازچیدن,/bāzčidan/
نظرگاه,/nazargāh/
قراص,/qerās/
افقی,/'ofoqi/
شرایین,/šarāy(')in/
شرب,/šarb/
سپور,/sopur/
حاسه,/hāsse/
افک,/'efk/
قراسوران,/qarāsurān/
دیباذر,/deybāzar/
چغ,/čaq/
چغاز,/čaqāz/
معتذر,/mo'tazer/
سرافراز,/sar[']afrāz/
لیمون,/limun/
صاحب تجربه,/sahebtajro(e)be/
صاحب برید,/sāhebbarid/
لیموناد,/limunād/
ممتهن,/momtahan/
قوم,/qo[w]m/
سراغوش,/sarāquš/
روژ,/rož/
قولون,/qolu(o)n/
رویی,/ruyi/
خوش پوش,/xošpuš/
خوش تراش,/xoštarāš/
روزینه دار,/ruzinedār/
پلوپز,/polo[w]paz/
ذوبحرین,/zubahreyn/
پلوان,/polvan/
عاجله,/'ājele/
پرک,/parak/
ارتشا,/'ertešā/
عاجل,/'ājel/
ارتش,/'arteš/
مساحت,/masāhat/
پارکینگ,/pārking/
فریبیدن,/faribidan/
پارکابی,/pārekābi/
فریبنده,/faribande/
کهن دیر,/kohandeyr/
ناعم,/nā'em/
بواسیر,/bavāsir/
ناعی,/nā'i/
آردینه,/'ārdine/
ککش,/kake(a)š/
آرزو,/'ārezu/
بواسحاقی,/bu'eshāqi/
خصیتین,/xosyateyn/
بدو,/badv/
ککژ,/kakež/
سزیدن,/se(a)zidan/
جیره,/jire/
شورانگیز,/šur[']angiz/
برگه دان,/bargedān/
شوراننده,/šurānande/
سزاوار,/se(a)zāvār/
یارمند,/yārmand/
دارالامان,/dārol'amān/
یارگی,/yāregi/
دارالاماره,/dārol'emāre/
کم عیار,/kam[']ayār/
تافشک,/tāfašak/
ماعدا,/mā'adā/
کم عمق,/kam'omq/
ماضی,/māzi/
گند,/gand/
خارپر,/xārpar/
مستفیض,/mostafiz/
شادی گستر,/šādigostar/
شادی گرای,/šādige(a)rāy/
مخیله,/moxayyale/
ناسک,/nāsek/
فاشرا,/fāšerā/
فاش,/fāš/
ندیمه,/nadime/
مخیلات,/moxayyalāt/
بارجا,/bārjā/
بارج,/bāraj/
شپیل,/šepil/
رایزن,/rāyzan/
ذی جاه,/zijāh/
رایض,/rāyez/
کمان دان,/kamāndān/
شپیلنده,/šapilande/
مهد,/mahd/
لبدیس,/labdis/
لبدیسان,/labdisān/
وتیره,/vatire/
کماندان,/kom[m]āndān/
چیر,/čir/
حدید,/hadid/
آکاژو,/'ākāžo(u)/
متفرع,/motafarre'/
سالاد,/sālād/
دره,/darre/
موز,/mo[w]z/
کابین,/kābin/
سال آزمای,/sāl[']āz[e]māy/
موریانه,/mur[i]yāne/
کت ومت,/kotomot/
سربه مهر,/sarbemohr/
فیفا,/fayfā/
فیکس,/fiks/
جایگه,/jāygah/
برگستان,/bargostān/
بندگی,/bandegi/
بندمه,/bandeme/
جایگزین,/jāygozin/
هورقلیا,"/hurqelyā, havarqelyā/"
حیطه,/hite/
آزوق,/'āzuq/
مهر,/ma(e)hr/
آزوغه,/'āzuqe/
مهذب,/mohazzab/
خجسته,/xojaste/
حقیقت گو,/haqiqatgu/
عمی,/'ami/
پست,/past/
حقیقی,/haqiqi/
هربد,/herbad/
هربنگ,/horbang/
لوری,/luri/
پاتو,/pātu/
پاتوژن,/pātožen/
رستگی,/rastegi/
سیم اندام,/sim[']andām/
قوس,/qo[w]s/
لحظه,/lahze/
رستگاری,/rast[e]gāri/
لحم,/lahm/
آب پز,/'ābpaz/
اعطا,/'e'tā/
لج,/laj/
مطمح,/matmah/
مطلوب,/matlub/
پاشنا,/pāš[e]nā/
اکالیل,/'akālil/
پاشکسته,/pāšekaste/
اعضاد,/'a'zād/
اعلان,/'e'lān/
اعلم,/'a'lam/
سنبیده,/sombide/
دیگچه,/digče/
یکرو,/yekru/
کاهل,/kāhel/
صورتک,/suratak/
صورت سازی,/suratsāzi/
سنبیدن,/sombidan/
جانبی,/jānebi/
جان به سر,/jānbesar/
کتم,/katm/
پوساندن,/pusāndan/
یک پایه,/yekpāye/
شاهدانج,/šāhdānaj/
احتشام,/'ehtešām/
بساویدن,/basāvidan/
احتشاد,/'ehtešād/
آبچین,/'ābčin/
بساونده,/basāvande/
آب چر,/'ābčar/
مفروز,/mafruz/
بی حجاب,/bihejāb/
تاج,/tāj/
تاج الملوک,/tājolmoluk/
پیلسا,/pilsā/
اخته,/'axte/
پیلس,/pilas/
سینه پهلو,/sinepahlu/
اختناق,/'extenāq/
کلاسیک,/kelāsik/
جلاب,/jallāb/
شیشله,/šišale/
تقبل,/taqabbol/
اردنگ,/'ordang/
شیشکی,/šišaki/
اردنانس,/'ordonāns/
آله,/'āle/
آلونک,/'ālunak/
میلاو,
کلاسیسم,/kelāsism/
تقبیح,/taqbih/
صورتی,/surati/
افتا,/'eftā/
صورت نگار,/suratnegār/
عاطفت,/'ātefat/
عاطر,/'āter/
خزانیه,/xazāniy[y]e/
رازدبیره,/rāzdabire/
مرتشی,/mortaši/
ندی,/nadā/
مرتسم,/mortasam/
تخلید,/taxlid/
د.د.ت,/dedete/
تخلی,/taxalli/
فروزندگی,/foruzandegi/
مخمش,/moxammaš/
مخمصه,/maxmase/
گلین,/galin/
تندوخند,/tondoxand/
شاکی,/šāki/
توسه,/tuse/
تندو,/tandu/
اسب,/'asb/
مجادله,/mojādele/
متخاصم,/mote(a)xāsem/
دد,/dad/
غربیب,/qerbib/
مولوزن,/muluzan/
دادگه,/dādgah/
کدر,/kadar/
دادگستری,/dādgostari/
خرز,/xarz/
مولود,/mo[w]lud/
تئاتر,/te'ātr/
کدخدامنشی,/kadxodāmaneši/
تذاکر,/tazāker/
تق تق,/taqtaq/
قطب نما,"/qotbna(e,o)mā/"
تدین,/tadayyon/
فیول,/foyul/
بیمارگون,/bimārgun/
زمخک,/zomoxk/
تقبیل,/taqbil/
چربک,/čarbak/
هفت صد,/haftsad/
غزنوی,/qaznavi/
هفت سین,/haftsin/
درونده,/deravande/
پرگر,/pargar/
شتلم,/šotolom/
فرادست,/farādast/
غزنیجی,/qazniji/
سالوک وار,/sālukvār/
فرادید,/farādid/
سالیان,/sāliyān/
ازهار,/'azhār/
میس,/mays/
ازهاق,/'ezhāq/
گیر,/gir/
آجل,/'ājel/
لما,/lamā/
فرماینده,/farmāyande/
متبادر,/mote(a)bāder/
متباعد,/motabā'ed/
مضغه,/mozqe/
لماز,/lammāz/
شادروان,/šādravān/
فرمایش,/farmāyeš/
ملاطفت آمیز,/molātefat[']āmiz/
دارفزین,/dārafzin/
غمزه زن,/qamzezan/
چو,/čo/
غمزه بازی,/qamzebāzi/
عبادت خانه,/'ebādatxāne/
عبادت کار,/'ebādatkār/
دارصینی,/dārsini/
چنگال,/čangāl/
چنگار,/čangār/
بکسمات,/baksamāt/
بکسه,/bokse/
رئوف,/ra'uf/
خداپسندانه,/xodāpasandāne/
زواده,/zavāde/
پرجرئت,/porjor'at/
خارجه,/xāreje/
تروکاژ,/to(e)rukāž/
ملموح,/malmuh/
وتر,/va(e)tr/
ملموس,/malmus/
غشاوه,/qešāve/
خارج آهنگ,/xārej[']āhang/
نوزاد,/no[w]zād/
عجاله,/'o(e)jāle/
متزین,/motazayyen/
مشئوم,/maš'um/
مشیمیه,/mašimiy[y]e/
متسابق,/motasābeq/
صما,/sammā/
ارزانی,/'arzāni/
ارزانیدن,/'arzānidan/
غارتی,/qārati/
تروریسم,/terorism/
غارتگری,/qāratgari/
شب پره,/šabpare/
شب پوش,/šabpuš/
هیزم دان,/hizomdān/
هیزم,/hizom/
مثلث,/mosallas/
مثلثات,/mosallasāt/
فرم بندی,/formbandi/
مامان,/māmān/
ماماچه,/māmāče/
کش,/kaš/
ارضاع,/'erzā'/
خالق,/xāleq/
سنگ ریزه,/sangrize/
نوش,/nuš/
ناگزرد,/nāgozerd/
گژار,/gožār/
خزل,/xazl/
لشکرکشی,/laškarke(a)ši/
خزف,/xazaf/
ناگزران,/nāgozerān/
ارضا,/'erzā/
گزینه,/gozine/
سگدان,/sagdān/
سگ جگر,/sagjegar/
خال کوب,/xālkub/
خس,/xas/
خسار,/xasār/
لکاته,/lak[k]āte/
خوش خدمتی,/xošxedmāti/
خوش خدمت,/xošxedmat/
متربص,/mote(a)rabbes/
مهچه,/mahče/
متربد,/mote(a)rabbed/
قبق,/qabaq/
چراغ وار,/čerāqvār/
قبطیه,/qe(o)btiy[y]e/
نازک کار,/nāzokkār/
چراغ موشی,/čerāqmuši/
کتخدا,/katxodā/
توریدن,/turidan/
توریث,/to[w]ris/
هواجر,/havājer/
کتخ,/katax/
تاتوره,/tāture/
پاک جفت,/pākjoft/
مین,/min/
دانشیار,/dānešyār/
تاتو,/tātu/
سردر,/sardar/
دانشی,/dāneši/
تعسیر,/ta'sir/
هتک,/hatk/
متوجه,/mote(a)vajjeh/
هتشه,/hatše/
چکانه,/čekāne/
چکاو,/čakāv/
برچیده,/barčide/
متوحد,/motavahhed/
پیرو,/peyro[w]/
الو,/'alo[w]/
الوا,/'alvā/
صباحیه,/sabbāhiy[y]e/
نموذج,/na(o)muzaj/
لعنت,/la'nat/
لعن,/la'n/
صباحت,/sabāhat/
عروج,/'oruj/
ناممکن,/nāmomken/
عرنین,/'ernin/
تنبول,/tambul/
روسپی زاده,/ruspizāde/
روسپی باره,/ruspibāre/
اندوه فزا,/'anduhfazā/
اندوه گسار,/'anduhgosār/
مرابع,/marābe'/
گل خوار,/gelxār/
گیاچر,/giyāča(e)r/
سکارو,/sokāru/
مساعده,/mosā'ede/
بشکاری,/baškāri/
نوشین,/nušin/
دشمن پرور,/došmanparvar/
فیوض,/foyuz/
هزارمیخ,/hezārmix/
نوشین باده,/nušinbāde/
دشمنایگی,/došmanāyegi/
ممالحت,/momālehat/
ناز,/nāz/
بامزه,/bāmaz[z]e/
ناره,/nāre/
ناجی,/nāji/
بامزگی,/bāmaz[z]egi/
ناجور,/nājur/
بضایع,/bazā'e'/
بضاعت,/bezā'at/
دمار,/damār/
دم اسبیان,/dom[']asbiyān/
لعابی,"/lo(a,e)'ābi/"
هماگون,/homāgun/
لعان,/le'ān/
الاستیک,/'elāstik/
الاچق,/'alāčeq/
کروتن,/keroton/
کروت,/korut/
نهیق,/nahiq/
پناهیده,/panāhide/
نهیو,/nahiv/
ترجح,/tarajjoh/
نسطوری,"/ne(a,o)sturi/"
نوئل,/no'el/
وخش,/vaxš/
پناهیدن,/panāhidan/
نسرین,/nasrin/
پی گذار,/peygozār/
پیکه,/pike/
نقاله,/naqqāle/
پدرکشته,/pedarkošte/
نقاوت,/na(o)qāvat/
فصوص,/fosus/
دارالانشا,/dārol'enšā/
مذاب,/mozāb/
مدیون,/madyun/
گرزش,/garzeš/
گرزدار,/gorzdār/
اجرام,/'ajrām/
اجرا,/'ejrā/
هردم,/hardam/
هردمبیل,/hardambil/
تصادف,/tasādof/
دزدکی,/dozdaki/
اسیدسیتریک,/'asidsitrik/
هرکه هرکه,/harkeharke/
اسیدسولفوریک,/'asidsulfurik/
آوازه خوان,/'āvāzexān/
هرکه,/harke/
پاشنه,/pāšne/
قباد,/qobād/
آوانس,/'āvāns/
وسوسه انگیز,/vasvase'angiz/
قباحت,/qa(e)bāhat/
پاشنگ,/pāšang/
مندک,/mondak[k]/
پوینده,/puyande/
پویه,/puye/
جذبه,/jazbe/
فرسک,/feresk/
تک,/tak/
مصلحت گزار,/masla(e)hatgozār/
گلوله باران,/golulebārān/
مصلحت گزاری,/masla(e)hatgozāri/
فرسخ,/farsax/
قزح,/qazh/
تیره رنگ,/tirerang/
بیراهی,/birāhi/
حجم,/hajm/
حجله,/hejle/
بنیاد,/bonyād/
محموم,/mahmum/
اکترا,/'ekterā/
بیراهه,/birāhe/
اکتحال,/'ektehāl/
محموله,/mahmule/
دابه,/dābbe/
تحویل,/tahvil/
داپرزه,/dāparze/
رهین,/rahin/
حقه,/haqqe/
بند,/band/
بندآب,/band[']āb/
تحول,/tahavvol/
ملاقات,/molāqāt/
دار,/dār/
فود,/fud/
حقوق دان,/hoquqdān/
مسجع,/mosajja'/
ذره بینی,/zarrebini/
نعم البدل,/ne'malbadal/
مسجل,/mosajjal/
نعمات,/ne'amāt/
کاباره,/kābāre/
کاآم,/kā'ām/
زینت,/zinat/
ملاقه,/malāqe/
ماش,/māš/
بی گناه,/bigonāh/
تدریس,/tadris/
مرکبات,/morakkabāt/
انسب,/'ansab/
ماشااللـه,/māšā'allāh/
ملاقی,/molāqi/
جوجگک,/jujagak/
کوسه,/kuse/
کله سر,/kallesar/
کله دار,/kolahdār/
محشر,/mahšar/
واشی,/vāši/
واشه,/vāše/
محسوس,/mahsus/
سیه چرده,"/siyahčo(a,e)rde/"
سمبه,/sombe/
سمپاتی,/sampāti/
روی زرد,/ruyzard/
پسندر,/posandar/
پسنده,/pasande/
رویداد,/ruydād/
فرم,/faram/
کاسد,/kāsed/
راست پهلو,/rāstpahlu/
عقلی,/'aqli/
چترداری,/čatrdāri/
چترساز,/čatrsāz/
دستاق,/dostāq/
عقوبت,/'oqubat/
دست افشانی,/dast[']afšāni/
راست پنجگاه,/rāstpanjgāh/
شکل,/šakl/
فریب ساز,/faribsāz/
تهوع,/tahavvo'/
بردک,/bardak/
فریب دهنده,/faribdahande/
دریده,/daride/
نسب,/nasab/
بردگی,/bardegi/
تهویل,/tahvil/
شاه رود,/šāhrud/
ضربات,/zarabāt/
شاهرگ,/šāhrag/
کم نظیر,/kamnazir/
ضرب,/zarb/
ستخر,/setaxr/
راک,/rāk/
ستخوان,/sot[o]xān/
الجا,/'eljā/
هخامنشی,/haxāmaneši/
هچه,/hače/
دانش اندیش,/dāneš[']andiš/
متدرع,/mote(a)darre'/
الجاثی علی رکبتیه,/'aljāsi'alārakbatayh/
قراب,/qorāb/
قرابادین,/qarābādin/
عریف,/'arif/
متدرج,/mote(a)darrej/
رضوان,/rezvān/
لخشیدن,/laxšidan/
رجزخوانی,/rajazxāni/
سیکل,/sikl/
لخشه,/laxše/
غافل گونه,/qāfelgune/
فرق,/farq/
رحی,/rahā/
الیگوسن,/'oligosen/
مدخنه,/medxane/
پیشیانه,/pišiyāne/
الیف,/'alif/
متنفر,/mote(a)naffer/
مدخل,/madxal/
خواب گزار,/xābgozār/
زلوبیا,/zalubiyā/
درخشش,/de(a)raxšeš/
قمچی,/qamči/
متنفس,/motanaffes/
ملالت آمیز,/malālat[']āmiz/
حرام خوار,/harāmxār/
حرام,/harām/
استخراج,/'estexrāj/
سره مرد,/saremard/
استخفا,/'estexfā/
