word,spell
چاقو,/čāqu/
زنده دل,/zendedel/
زنده پیل,/zendepil/
لطیفه گو,/latifegu/
ریغو,/riqu/
کرشیدن,/kar[a]šidan/
سالوس,/sālus/
سالو,/sālu/
کرشه,/ka(e)rše/
پرستیز,/porsetiz/
خردله,/xarda(e)le/
ریغال,/riqāl/
خردل,/xarda(e)l/
انبوب,/'ambub/
پتو,/pato[w]/
زابلی,/zāboli/
حیوة,/hayāt/
سخن شنو,/soxanšeno[w]/
حیوانیت,/heyvāniy[y]at/
ارتصاد,/'ertesād/
ارتش سالاری,/'artešsālāri/
پرک,/parak/
سبک روح,/sabokruh/
سبک رو,/sabokro[w]/
همتگ,/hamtag/
رادیولوژیست,/rād[i]yoložist/
پش,/poš/
معرق,/mo'arraq/
پرقیمت,/porqeymat/
چرانی,/čarāni/
معرفی,/mo'arrefi/
عشا,/'ašā/
بافیدن,/bāfidan/
ژوپین,/župin/
خودسوزی,/xodsuzi/
خودسوز,/xodsuz/
حرا,/harā/
حر,/har[r]/
لجاجت,/lejājat/
ژور,/žur/
مجنده,/mojannade/
مجنون,/majnun/
آهوخرام,/'āhuxa(o)rām/
صرفه بر,/sarfebar/
فسون,/fosun/
لجاج,/lejāj/
ثور,/so[w]r/
سائقه,/sā'eqe/
سایق,/sāyeq/
سعد,/sa'd/
سعتری,/sa'tari[y]/
فسوق,/fosuq/
منوال,/menvāl/
دست پرور,/dastparvar/
دست پخت,/dastpoxt/
منواکسید,/mono'oksid/
اجاره نامه,/'ejārenāme/
رکوک,/rokuk/
اندخس,/'andaxs/
مالشگر,/mālešgar/
مالف,/ma'laf/
بسیجیده,/basijide/
جنگلبان,/jangalbān/
آلایشناک,/'ālāyešnāk/
سیار,/sayyār/
سیارات,/sayyārāt/
مصلحت بین,/masla(e)hatbin/
خموش,/xamuš/
چغزنده,/čaqzande/
شکردن,/šekardan/
دروازه بان,/darvāzebān/
درواژ,/darvāž/
موزیسین,/muzisiyan/
موزیک,/muzik/
شکرخیز,/šekarxiz/
جفار,/jaffār/
جفاجف,/jafājaf/
مشیخت,"/mašixat, mašyaxat/"
طلاوت,/talāvat/
مشیت,/mašiyyat/
دوازدهه,/davāzdahe/
طلایع,/talāye'/
حسینی,/hoseyni/
اریحی,/'aryahi/
دوازدهم,/davāzdahom/
مغلوط,/maqlut/
اریحیت,/'aryahiy[y]at/
اخیرا,/'axiran/
کلائت,/kelā'at/
مغلوبه,/maqlube/
مجلس نویس,/majlesnevis/
مجلسی,/majlesi/
لواعج,/lavā'ej/
تشویه,/tašvih/
ممتاز,/momtāz/
دامن کشان,/dāmankešān/
خاشوش,/xāšuš/
چنبر,/čambar/
خاشکدان,/xāšakdān/
ممانعت,/momāne'at/
چنب,/čanab/
مخلص,/maxlas/
مخلصانه,/moxlesāne/
چپش,/čapeš/
امتصاص,/'emtesās/
چپسیدن,/čapsidan/
اماکن,/'amāken/
طلاکوبی,/talākubi/
تیغه,/tiqe/
گران پیکر,/gerānpeykar/
گران پایه,/gerānpāye/
امتزاج,/'emtezāj/
آگرمان,/'āgremān/
خوب رو,/xubru/
تیغ گر,/tiqgar/
خوبی,/xubi/
آگراندیسمان,/'āgrāndismān/
تکوک,/takuk/
موقوص,/mo[w]qus/
جریح,/jarih/
لینیت,/linit/
رکب,/rakb/
خجل سار,/xe(a)jelsār/
پیشینگهان,/pišingahān/
لینولئوم,/linole'om/
جمادی,/jamādi/
رحال,/rahhāl/
خوش خوشک,/xošxošak/
جان ستانی,/jānsetāni/
رکایب,/rakāy(')eb/
ساروک,/sāruk/
ساروج,/sāruj/
سرستون,/sarsotun/
آشمیدن,/'āšmidan/
بهی,/bahi/
وافد,/vāfed/
واغ واغ,/vāqvāq/
آشمالی,/'āšmāli/
خوش خوراک,/xošxorāk/
سرسپرده,/sarseporde/
مکانیسین,/mekānisiyan/
غلام بچه,/qolāmbač[č]e/
غلام زادگی,/qolāmzādegi/
جان ستان,/jānsetān/
رحبه,/rah[a]be/
سیاست,/siyāsat/
برهمه,/be(a)rahme/
غپک,/qapak/
غبینه,/qabine/
تلمذ,/talammoz/
خون گیر,/xungir/
تلمبه,/tolombe/
دهرود,/dahrud/
نامه سیاه,/nāmesiyāh/
پیونددار,/peyvanddār/
برکردن,/barkardan/
دیفروجس,/difrujes/
کنجه,/kenje/
عوا,/'avvā/
ذوقزده,/zo[w]qzade/
پلاو,/pa(e)lāv/
عواد,/'avvād/
سمت الراس,/samtorra's/
رجه,/raje/
کنجل,/konjol/
دل سوخته,/delsuxte/
تندور,/tondur/
براندی,/berāndi/
عساکر,/'asāker/
چامه زن,/čāmezan/
چامه,/čāme/
زهرآمیغ,/zahr[']āmiq/
فضل فروشی,/fazlforuši/
نهان دان,/na(e)hāndān/
فضلومند,/fazlo[w]mand/
نهان خانه,/na(e)hānxāne/
تکش,/takaš/
دل سوختگی,/delsuxtegi/
تکعیب,/tak'ib/
برانداف,/bar[']andāf/
افضل,/'afzal/
فلکی,/falaki/
کتیرا,/katirā/
عذوبت,/'ozubat/
گدازش,/godāzeš/
گدازشگر,/godāzešgar/
کتیران,/katirān/
عذره,/'ozre/
میم,/mim/
میلیونر,/mil[i]yuner/
شارسان,/šār[e]sān/
الکلی,/'alkoli/
جساد,/jesād/
شارژدافر,/šārždāfer/
جس,/jas[s]/
شکرشکن,/šekaršekan/
پاتر,/pātar/
پاتختی,/pātaxti/
مثنا,/masnā/
غصه,/qosse/
حامی,/hāmi/
استور,/'ostur/
آستری,/'āstari/
استورژن,/'estoržen/
آستر,/'āstar/
غصون,/qosun/
نزم,/nezm/
نزله,/nazle/
انجکک,/'anjokak/
مراهم,/marāhem/
مراهنه,/morāhene/
مقتنص,/moqtanas/
یمانی,/yamāni[y]/
محقوق,/mahquq/
مرینوس,/merinus/
داغمه,/dāqme/
گوارش,/govāreš/
دیافراگم,/diyāfrāgm/
گوارشت,/govārešt/
دری,/dari/
یمام,/yamām/
ولدان,/veldān/
محققانه,/mohaqqeqāne/
متشمر,/motašammer/
خالی السیر,/xāliyosseyr/
سپیدوا,/sepidvā/
فلدمارشال,/feldmāršāl/
روبارو,/rubāru/
ناو,/nāv/
آذان,/'āzān/
روبا ره,/rubāre/
پیشانی,
درماندگی,/darmāndegi/
شب رو,/šabro[w]/
آذاراقی,/'āzārāqi/
درمان پذیر,/darmānpazir/
بحری,/bahri/
شبرنگ,/šabrang/
بحرانی,/bohrāni/
کبره,"/kabare, kebe(a)re/"
شگفتیدن,/šegeftidan/
کراشیده,/karāšide/
صلت,/salt/
غرماسنگ,/qarmāsang/
شگفتی,/šegefti/
انیران,/'anirān/
ارض,/'arz/
کاروان کش,/kār[e]vānkeš/
ارصاد,/'ersād/
کاروانک,/kār[e]vānak/
کبربا,/kabarbā/
ناپای,/nāpāy/
رکاب دار,/rekābdār/
آبیار,/'ābyār/
بسکله,/baskele/
ترسیدن,/tarsidan/
بسکتبال,/basketbāll/
مبرا,/mobarrā/
پوره,/pure/
رکاب,/rekāb/
ترسه,/to(a)rse/
گوشن,/govešn/
آبی,/'ābi/
گوش موش,/gušmuš/
مبرات,/mabarrāt/
خوانده,/xānde/
خوان سالار,/xānsālār/
سفالگر,/so(e)fālgar/
شادانی,/šādāni/
شادباد,/šādbād/
بازنمودن,"/bāzne(o,a)mudan/"
بیت المعمور,/beytolma'mur/
بازنهادن,/bāzna(e)hādan/
ناسره,/nāsare/
آرواره,/'ārvāre/
چاشنی,/čāšni/
مداخل,/madāxel/
آرنگ,/'ārang/
قبطی,/qe(o)bti/
قبضه,/qabze/
نفس پرست,/nafsparast/
وارده,/vārede/
نفسانی,/nafsāni/
خواب,/xāb/
واردات,/vāredāt/
لیبرالیسم,/liberālism/
لیبرال,/liberāl/
سلسله,/selsele/
سلسله جنبان,/selselejombān/
خو,/xo[w]/
حدید,/hadid/
درد,/dard/
پارتی,/pārti/
دردآشام,/dord[']āšām/
کمست,/kamast/
باشگونگی,/bāšgunegi/
آسمان غرش,/'ās[e]mānqorreš/
حدیث,/hadis/
لغت,/loqat/
تاب خورده,/tābxorde/
کم سال,/kamsāl/
تاب خانه,/tābxāne/
آسمان سنگ,/'ās[e]mānsang/
طیطوی,"/te(a)ytovā, titovā/"
عقاب,/'eqāb/
دارشکنک,/dāršekanak/
چارزانو,/čārzānu/
طیش,/teyš/
نوامی,/navāmi/
عسرالبول,/'osrolbo[w]l/
عترت,/'etrat/
نوامبر,/novām[b]r/
توقیت,/to[w]qit/
دارشک,/dārešk/
طبل,/tabl/
طبقه بندی,/tabaqebandi/
زامیاد,/zāmyād/
چارچوب,/čārčub/
خانه خدا,/xānexodā/
نبذ,/nabz/
نبت,/nabt/
پرتابیدن,/partābidan/
پرتره,/port[e]re/
انجخ,/'anjox/
گاودم,/gāvdom/
گاودوش,/gāvduš/
سحرگاه,/sahargāh/
بزیدن,/bazidan/
زهرناک,/zahrnāk/
زهرمهره,/zahrmohre/
پیواز,/peyvāz/
تقدیس,/taqdis/
بزیچه,/boziče/
خسر,/xosor/
احق,/'ahaq[q]/
فیبر,/fibr/
فیبرین,/fibrin/
آغردن,/'āqardan/
آغرده,/'āqarde/
پوردگان,/pavardegān/
مسافت,/masāfat/
میزان الرطوبه,/mizānorrotube/
پورسانت,/pursānt/
غطا,/qetā/
فدرال,/federāl/
مسافات,/masāfāt/
ریغ,/riq/
فدراسیون,/fed[e]rās[i]yon/
ریش تراش,/rištarāš/
اندیشیده,/'andišide/
گلبن,/golbon/
اندیشیدن,/'andišidan/
ریشخند,/rišxand/
ریعان,/raya'ān/
نابت,/nābet/
جفنگ,/jafang/
نابایست,/nābāyest/
پارکینگ,/pārking/
جفن,/jafn/
انجیرک,/'anjirak/
کفالت,/ka(e)fālat/
پارکابی,/pārekābi/
حاذق,/hāzeq/
حادی,/hādi/
رفا,/raffā/
رف,/raf/
مودع,/movadda'/
پالار,/pālār/
مؤدی,/mo'addi/
قطار,/qetār/
پالاری,/pālāri/
قطاره,/qotāre/
ریشه کن,/rišekan/
ریشیدن,/rišidan/
مستمر,/mostame(a)r[r]/
پالاپال,/pālāpāl/
پالا,/pālā/
گردآلود,/gard[']ālud/
فاقه,/fāqe/
نسلا,/naslan/
مستمد,/mostamed[d]/
ماندولین,/māndolin/
شاشیه,/šāšiyye/
شتروار,/šotorvār/
فرجد,/farjad/
شترنگ,/šatrang/
شاشیدن,/šāšidan/
هفتان,/haftān/
هفت اقلیم,/haft[']eqlim/
فرجامیدن,/farjāmidan/
نبی,/nabi/
تحدی,/tahaddi/
نبهره,/nabahre/
تحدث,/tahaddos/
شکافیدن,/šekāfidan/
شیرانه,/širāne/
شیرافکن,/šir[']afkan/
آشامیده,/'āšāmide/
سه گاه,/segāh/
سه گانه,/segāne/
جراد,/jarād/
موازین,/mavāzin/
آشامیدنی,/'āšāmidani/
سلوک,/soluk/
پرسنل,/personel/
مواسات,/movāsāt/
دشپیل,/došpil/
سلول,/sellul/
گله بان,/gal[l]ebān/
پیروزگر,/piruzgar/
باک,/bāk/
درازقد,/derāzqad/
باکتری,/bākteri/
ملافه,/malāfe/
مخصوص,/maxsus/
درازدستی,/derāzdasti/
چربش,/čarbeš/
مخصص,/moxassas/
جادومنش,/jādumaneš/
عشایر,/'ašāyer/
سیم گر,/simgar/
تریبون,/teribu(o)n/
عشاوه,/'ašāve/
سیمگون,/simgun/
مداجات,/modājāt/
طامات,/tāmāt/
طامع,/tāme'/
تریان,/ta(e)r[i]yān/
ذوالفضلالعظیم,/zolfazlel'azim/
مطمئن,/motma'en[n]/
گردن دراز,/gardanderāz/
گردن داده,/gardandāde/
آنتراسن,/'ānt[e]rāsen/
گریزجا,/gorizjā/
یرقان,/yaraqān/
تفشله,/tafšole/
آبله کوبی,/'āb[e]lekubi/
گون,/gavan/
نقایص,/naqāy(')es/
تعاظم,/ta'āzom/
بدیمن,/badyomn/
وام خواه,/vāmxāh/
بدیل,/badil/
شطارت,/šatārat/
جذبات,/jazabāt/
وامپیر,/vāmpir/
اخوان,/'axavān/
تربی,/tarabbi/
رقیت,/reqqiy[y]at/
سراحین,/sarāhin/
مطبخ,/matbax/
سرادار,/sarādār/
پرکاوش,/parkāveš/
ساحل,/sāhel/
تربص,/tarabbos/
پرکامبرین,/per[e]kāmb[e]riyan/
آموزش,/'āmuzeš/
کبید,/kabid/
مطب,/matab[b]/
ساحره,/sāhere/
آموزشگاه,/'āmuzešgāh/
حنادس,/hanādes/
به ناگاه,/benāgāh/
بهنانه,/bahnāne/
حناجر,/hanājer/
جان افشانی,/jān[']afšāni/
هم قطار,/hamqatār/
هم قسم,/hamqasam/
روزه دار,/ruzedār/
صاحب هنر,/sāhebhonar/
به ره,/berah/
باده کش,/bādekeš/
آرمان گرا,/'ārmānge(a)rā/
صاحب همت,/sāhebhemmat/
آرمان طلب,/'ārmāntalab/
بهرومند,/bahrumand/
عین القطر,/'eynolqetr/
توسا,/tusā/
عین الکمال,/'eynolkamāl/
توس,/tus/
فرسودن,/farsudan/
پرانتز,/parāntez/
فرسنگسار,/farsangsār/
پران,/parān/
دل خون,/delxun/
قاتل الذئب,/qātelozze'b/
مستحدث,/mostahdas/
انانیت,/'anāniy[y]at/
انامل,/'anāmel/
سون,/sun/
سهمگین,/sahmgin/
سونات,/sonāt/
اندرگاه,/'andargāh/
کانی,/kāni/
پیختن,/pixtan/
عروق,/'oruq/
کانون,/kānun/
مشتبه,/moštaba(e)h/
اریب,/'arib/
علی الرسم,/'alarrasm/
نیک رو,/nikro[w]/
مشتبک,/moštabek/
علی الدوام,/'aladdavām/
تپه,/tappe/
تبنی,/tabanni/
جودر,/jo[w]dar/
گالن,/gāl[l]on/
جودت,/jo[w]dat/
سبزه ناک,/sabzenāk/
تبوراک,/taburāk/
سپیدنامه,/sepidnāme/
ناکاردیده,/nākārdide/
استثمار,/'estesmār/
گذراندن,/gozarāndan/
تپو,/tapu/
فرایض,/farāy(')ez/
فرایس,/farāyes/
کام,/kām/
تلنده,/talande/
فرجی,/faraji/
فریبانیدن,/faribānidan/
تلنبار,/talambār/
ناکاردان,/nākārdān/
متراکب,/mote(a)rākeb/
هارمونیوم,/hārmoniyom/
متراژ,/metrāž/
خورند,/xorand/
حفظ الغیب,/hefzolqeyb/
خورنده,/xorande/
فرجه,/forje/
مریض,/mariz/
گربک,/gorbak/
مزال,/mazāl[l]/
سقاقلوس,/saqāqolus/
سقالبه,/saqālebe/
مزازت,/mazāzat/
پرجنب وجوش,/porjombojuš/
لکن,/lāken/
زغند,/zaqand/
نسوان,/nesvān/
نسود,/nasud/
ان شااللـه,/'enšā'allāh/
هم تاسه,/hamtāse/
پرجگر,/porjegar/
قریش,/qora(e)yš/
گردنگاه,/gardangāh/
قریر,/qarir/
لام,/lām/
زغنار,/zoqnār/
لک لک,/laklak/
تقلب,/taqallob/
تقلد,/taqallod/
فرهنجنده,/farhanjande/
فرهنج,/farhanj/
انشا,/'enšā/
خجکول,/xajkul/
دادر,/dādar/
خجک,/xajak/
روس,/rus/
مقدرت,"/maqda(e,o)rat/"
مقدرات,/moqaddarāt/
جمجمه,/jamjame/
روژ,/rož/
سقط,/saqat/
فتال,/fattāl/
فتالنده,/fa(e)tālande/
مقرب الحضرت,/moqarrabolhazrat/
هنگامه,/ha(e)ngāme/
غم بار,/qambār/
هنگامه جو,/ha(e)ngāmeju/
غمباد,/qambād/
بغ,/baq/
عناب گون,/'annābgun/
لاده,/lāde/
لادن,/lādan/
غریر,/qarir/
عاقل فریب,/'āqelfarib/
غریزه,/qarize/
پد,/pad/
صریح اللهجه,/sarihollahje/
پخنو,/paxnu/
ترنگیدن,/tarangidan/
عبادت خانه,/'ebādatxāne/
سمه,/seme/
اشداق,/'ašdāq/
ماهانه,/māhāne/
ماهار,/māhār/
نیم جان,/nimjān/
بزن بکوب,/bezanbekub/
کولنج,/kulanj/
شالنگ,/šālang/
سیاهرگ,/siyāhrag/
توقیف,/to[w]qif/
آبدارخانه,/'ābdārxāne/
بزن بهادر,/bezanbahādor/
حلقوم,/holqum/
سابع,/sābe'/
حلق,/halq/
کرنج,"/ke(o,a)ra(e)nj/"
گرده گاه,/gordegāh/
رواس,/ravvās/
فرموک,/farmuk/
خلاف,/xa(e)lāf/
روستره,/rusetore/
روسختج,/rusaxtaj/
اشتابیدن,/'eštābidan/
ظنین,/zanin/
اشتاب,/'eštāb/
فطام,/fetām/
فضیلت گستر,/fazilatgostar/
خی,/xi/
قل,/qel/
قل,/qel/
خهی,/xahi/
معجل,/mo'ajjal/
دارالقمامه,/dārolqomāme/
فتنه خیز,/fetnexiz/
منقلع,/monqale'/
فتنه جو,/fetneju/
آب خانه,/'ābxāne/
آبچین,/'ābčin/
منقلب,/monqaleb/
اخیال,/'axyāl/
تحری,/taharri/
پی بریده,/peyboride/
تزیدن,/tazidan/
اجوف,/'ajvaf/
تیک تاک,/tiktāk/
تزهید,/tazhid/
تیکوز,/tikuz/
تروریسم,/terorism/
چمباتمه,/čombātme/
جهات,/ja(e)hāt/
قناد,/qannād/
جهابذه,/jahābeze/
اسرنج,/'asronj/
اقفال,/'aqfāl/
اقطی,/'aqtā(i)/
مسبع,/mosba'/
تخلید,/taxlid/
غوادی,/qavādi/
خردگی,/xordegi/
بیتوته,/beytute/
بی توان,/bitavān/
آگستن,/'āgestan/
پولیپ,/polip/
سکن,/sakan/
محرکه,/moharreke/
محرک,/moharrek/
جرغون,/jarqun/
پولونیوم,/poloniyom/
جرف,/jor[o]f/
محابس,/mahābes/
بردک,/bardak/
بسامد,/basāmad/
جهد,/jahd/
گارد,/gārd/
بسامان,/besāmān/
داالکلب,/dā'olkalb/
صابون پز,/sābunpaz/
جهر,/jahr/
صلا,/salā/
ایصا,/'isā/
فرآیند,/farāyand/
صکاک,/sakkāk/
امهراسپند,/'amahr[']aspand/
بهجت,/be(a)hjat/
بهترین,/behtarin/
موصول,/mo[w]sul/
فراآوردن,/farā'āvardan/
اسب دوانی,/'asbdavāni/
چتر,/čatr/
حریق,/hariq/
چترباز,/čatrbāz/
حریص,/haris/
گشنی,/gošni/
گشنه,/gošne/
بی آبرو,/bi'āb[e]ru/
بی آبرویی,/bi'āb[e]ruy(')i/
برکلیوم,/berkeliyom/
برکشیده,/barke(a)šide/
مناسک,/manāsek/
دروای,/darvāy/
پندار,/pendār/
مسبل,/mosabbal/
خواب گردی,/xābgardi/
تجلی,/tajalli/
مسبلات,/mosabbalāt/
پندآمیز,/pand[']āmiz/
تخلخل,/taxalxol/
مخازی,/maxāzi/
خوابگاه,/xābgāh/
احداث,/'ahdās/
مخازن,/maxāzen/
خارجی,/xāreji/
تخفیف,/taxfif/
صاحب نسق,/sāhebnasaq/
آمدن,/'āmadan/
احداث الدهر,/'ahdāsod[d]ahr/
بغل,/baql/
فرج,/farj/
پاشنا,/pāš[e]nā/
مکین,/makin/
پاشکسته,/pāšekaste/
سیزدهم,/sizdahom/
غمزکاره,/qamzkāre/
کوررنگی,/kurrangi/
پاک طینت,/pāktinat/
شکم پایان,/šekampāyān/
شکم پاره,/šekampāre/
سودا,/so[w]dā/
سیزده به در,/sizda[h]bedar/
نایب,/nāy(')eb/
رهاننده,/rahānande/
رهاورد,/rahāvard/
وازدگی,/vāzadegi/
النگ,/'olang/
دردمیدن,/dardamidan/
سیاه سر,/siyāhsar/
سیاه سار,/siyāhsār/
پرستشگاه,/parastešgāh/
تمهیل,/tamhil/
متکی,/mottaki/
متکیف,/motakayyef/
پروانش,/pervānš/
پروانچه,/parvānče/
هلالوش,/halāluš/
ثقیل,/saqil/
الفاظ,/'alfāz/
زنار,/zonnār/
کاردان,/kārdān/
پیاله پیما,/piyālepeymā/
طرفین,/tarafeyn/
کاردانی,/kārdāni/
قهرمان,/qahra(e)mān/
نطاق,/nattāq/
خاک,/xāk/
مسا,/masā/
خاقان,/xāqān/
محکوم,/mahkum/
مس,/mas/
مغروس,/maqrus/
جعل,/ja'l/
جعلی,/ja'li/
ثامن الحجج,/sāmenolhojaj/
شادی آور,/šādi[']āvar/
مغرورانه,/maqrurāne/
مآرب,/ma'āreb/
تفاعل,/tafā'ol/
چکش کاری,/čak[k]oškāri/
تفاضل,/tafāzol/
بسم,/besm/
باندرل,/bande(o)rol/
جابر,/jāber/
حاشاک,/hāšāk/
بسم اﻟﻠﻪ الرحمن الرح...,/besmellāherrahm-ānerrahim/
جاافتاده,/jā'oftāde/
قول,/qo[w]l/
بر,/bar/
قوقه,/quqe/
آرم,/'ārm/
اوشه,/'uše/
بیرانه,/birāne/
روی زرد,/ruyzard/
اوشنگ,/'o[w]šang/
دوستگانی,/dustgāni/
ژیپس,/žips/
شفوی,/šafavi/
ژیان,/žiyān/
رکلام,/reklām/
رکعت,/rak'at/
شفوده,/šofude/
مطوی,/matvi[y]/
نیک طینت,/niktinat/
پلاسیدگی,/pa(e)lāsidegi/
تناصف,/tanāsof/
پلاسیدن,/palāsidan/
نفخ,/nafx/
کاندرین,/kandarin/
محموم,/mahmum/
محموله,/mahmule/
پوشه,/puše/
پوشی,/puši/
رشک,/rašk/
تناصر,/tanāšor/
کاندیدا,/kāndidā/
کلاه خود,/kolāhxud/
توخ,/tux/
بواب,/bavvāb/
صوغ,/so[w]q/
کهولت,/kohulat/
پیره زن,/pirezan/
گهزن,/gahzan/
کلاهبرداری,/kolāhbardāri/
کثرت,/ke(a)srat/
تک,/tak/
عندالحاجت,/'endalhājat/
کثافت,/ke(a)sāfat/
بوا,/bovā/
طولی,/tulā/
صوری,/suri/
قصیده,/qaside/
اسبال,/'esbāl/
تقیید,/taqyid/
قصی,/qasi/
پس,/pas/
پس آب,/pasāb/
سنگ زن,/sangzan/
غرف,/qar[a]f/
ترکن,"/tarkan, terken/"
صبی,/sabi[y]/
سنگ ریزه,/sangrize/
ترکمن,/torkaman/
یغام,/yaqām/
چهارشنبه سوری,/ča(ā)hāršambesuri/
گونه سازی,/gunesāzi/
بارگیری,/bārgiri/
یعنی,/ya'ni/
بارگین,/bārgin/
سپرسازی,/separsāzi/
محراک,/mehrāk/
لواشک,/lavāšak/
مانعة الخلو,/māne'atolxolov[v]/
محراث,/mehrās/
ماساژ,/māsāž/
مواشی,/mavāši/
ماژیک,/māžik/
مواصلت,/movāselat/
دامیدن,/dāmidan/
درویدن,/deravidan/
دوردست,/durdast/
عابث,/'ābes/
نسخه,/nosxe/
نسخ,/nasx/
هزارتوی,/hezārtuy/
مشائیم,/mašā'im/
مجیب الدعوات,/mojibodda'avāt/
مشبع,/mošba'/
داه,/dāh/
هزارجشان,/hezārjašān/
گچ کاری,/gačkāri/
ع,/'/
آزال,/'āzāl/
نیک خواه,/nikxāh/
داویدن,/dāvidan/
آزالیا,/'āzāliyā/
سرزمین,/sarzamin/
تبل,/tabl/
کاربان,/kār[e]bān/
سرزده,/sarzade/
نصیحت گر,/nasihatgar/
نصیحت,/nasihat/
گلابتون,"/golāb[e,a]tun/"
حلوق,/holuq/
گلابتون دوزی,"/golāb[e,a]tunduzi/"
امحا,/'emhā/
مخمش,/moxammaš/
پرده بازی,/pardebāzi/
مخمس,/moxammas/
امحاض,/'emhāz/
پرده باز,/pardebāz/
حلوایی,/halvāy(')i/
سخنوری,/soxanvari/
دنیادار,/donyādār/
استقصا,/'esteqsā/
سخنور,/soxanvar/
شنگول,/šangul/
اظفار,/'azfār/
شنگور,/šangur/
لعل گون,/la'lgun/
اظلال,/'azlāl/
لعلگر,/la'lgar/
عملگی,/'amalegi/
تکثر,/takassor/
منعم,/mon'am/
شیرونه,/širune/
طبر,/tabar/
بزباش,/bozbāš/
هندوی,/hendovi/
هندویانه,/hendoviyāne/
تکبیرةالاحرام,/takbiratol'ehrām/
مابین,/mābeyn/
روزی خوار,/ruzixār/
رخص,/roxs/
جالینوس,/jālinus/
رخشیدن,/raxšidan/
بوینده,/buyande/
اونیورسال,/'universāl/
اتان,/'etān/
هروی,/haravi/
شد,/šad[d]/
کفشیر,/kafšir/
تازه دم,/tāzedam/
شخیلیدن,/šaxilidan/
تازه درآمد,/tāzedar[']āmad/
خونین جگر,/xuninjegar/
خونین,/xunin/
کشکله,/kaškale/
پذرفتاری,/pa(e)zroftāri/
کشکنجیر,/koškanjir/
بسد,/bo(e)ssad/
ملون,/molavvan/
شیره,/šire/
شیرویه,/širuye/
بستیناج,/bastināj/
ملوم,/malum/
واحه,/vāhe/
واخ,/vāx/
بودش,/budeš/
غرض آمیز,/qaraz[']āmiz/
فروتنی,/forutani/
زمین,/za(e)min/
گریزیدن,/gorizidan/
غرض رانی,/qarazrāni/
بادیه نشین,/bādiyenešin/
دویی,/doy(')i/
ملبس,/malbas/
خلیه,/xaliy[y]e/
بادیه پیمایی,/bādiyepeymāy(')i/
جموح,/jamuh/
خلیل,/xalil/
کحیل,/kahil/
کشتن,/keštan/
جمود,/jomud/
تیزدم,/tizdam/
چشش,/češeš/
کاه,/kāh/
چشفر,/češfar/
نارسا,/nāre(a)sā/
کحلی,/kohli/
نارس,/nāre(a)s/
یکان یکان,/yekānyekān/
متصفح,/motasaffeh/
دره,/darre/
چشم بند,/če(a)šmband/
مشرع,/mašra'/
متعسف,/mota'assef/
مشربه,/mašrabe/
بلا,/balā/
خوابیدن,/xābidan/
تیزدست,/tizdast/
انگبینه,/'angabine/
اشگفیده,/'ešgofide/
اعلی حضرت,/'a'lāhazrat/
انگبین,/'angabin/
اعلی,/'a'lā/
فاغره,/fāqere/
فافا,/fāfā/
تزه,/taze/
تزویر,/tazvir/
سرناچی,/sornāči/
سرنا,/sornā/
کندذهن,/kondzehn/
سقف,/saqf/
پری افسا,/pari'(y)afsā/
آشناور,/'āš[e]nāvar/
سقطی,/saqati[y]/
کنددست,/konddast/
بی حس,/bihes[s]/
رقاع,/reqā'/
بی حد,/bihad[d]/
رقاق,/roqāq/
راست,/rāst/
جزئیه,/jozi'iy[y]e/
تعذیب,/ta'zib/
تعذر,/ta'azzor/
درزی گر,/darzigar/
تبسم,/tabassom/
دلخوری,/delxori/
دلخور,/delxor/
تبسط,/tabassot/
اغلاق,/'aqlāq/
محمل,/mahmel/
سمو,/samu/
اغلال,/'aqlāl/
دامنده,/dāmande/
آمال,/'āmāl/
میختن,/mixtan/
محمدت,/mahme(a)dat/
انحصار,/'enhesār/
دریغا,/da(e)riqā/
انحطاط,/'enhetāt/
بدحال,/badhāl/
بومهن,/bum[a]han/
کلاک,/kalāk/
مقدر,/moqaddar/
دریغ,/da(e)riq/
گام,/gām/
ملودرام,/melod[e]rām/
زره پوش,/zerehpuš/
قطور,/qatur/
مفت خور,/moftxor/
تنگ چشمی,/tangče(a)šmi/
قطن,/qatan/
بوم کن,/bumkan/
ملودی,/melodi/
فارسی,/fārsi/
معادله,/mo'ādele/
مفتخر,/moftaxe(a)r/
فارس,/fārs/
معادل,/mo'ādel/
اندروا,/'andarvā/
چاچول,/čāčul/
متکاوس,/motakāves/
شیشلیک,/šišlik/
چاچول باز,/čāčulbāz/
دارافزین,/dār[']afzin/
گورشکاف,/guršekāf/
داراشکوه,/dārāšokuh/
عدد,/'adad/
اکلیل,/'e(a)klil/
بط,/bat[t]/
بشترم,/boštaram/
بشتره,/boštare/
تثمیر,/tasmir/
چچله,/čačale/
بطارقه,/batāreqe/
گورستان,/gurestān/
لبیس,/labis/
لبیش,/labiš/
اعزام,/'e'zām/
جمشاک,/jamšāk/
جمست,/jamast/
فرن,/forn/
اعزل,/'a'zal/
کویکر,/koyker/
فرمولر,/formuler/
زلات,/zallāt/
زگیل,/zegil/
ادغام,/'edqām/
ادکلن,/'od[o]kolon/
دانش اندوز,/dāneš[']anduz/
قفه,/qoffe/
یاور,/yāvar/
مصارعت,/mosāre'at/
ویتامین ای,/vitāmin'i/
مصادمه,/mosādeme/
مرج,/marj/
حطیم,/hatim/
محاسبه,/mohāsebe/
