word,spell
اعلاق,/'a'lāq/
کولیت,/kolit/
نیم رخ,/nimrox/
نیم رو,/nimru/
دراییدن,/darāy(')idan/
درایه,/derāye/
دروان,/darvān/
درواژ,/darvāž/
نامطلوب,/nāmatlub/
سراحین,/sarāhin/
بسزا,/besezā/
ترنا,/tornā/
بسراق,/bosrāq/
میزر,/mizar/
والاقدر,/vālāqadr/
والاشان,"/vālāšān, vālāša'n/"
مهدی,/ma(e)hdi/
مهذار,/mehzār/
رانش,/rāneš/
گلنگبین,/golangabin/
بواعث,/bavā'es/
مغل,/moqel[l]/
گلناک,/gelnāk/
آملج,/'āmolaj/
مغلطه,/maqlate/
مرعی,/mar'i[y]/
مرعوب,/mar'ub/
اخت,/'oxt/
قیود,/qoyud/
قینه,/qayne/
چهارمغز,/ča(ā)hārmaqz/
محاضره,/mohāzere/
مفضول,/mafzul/
احتکاک,/'ehtekāk/
چهارمضراب,/ča(ā)hārmezrāb/
سه گاه,/segāh/
سرگران,/sargerān/
سه گانه,/segāne/
مفضل,/mofazzal/
پنجول,/panjul/
پنج نوش,/panjnuš/
منطقه,/mantaqe/
شرنگ,/šarang/
مستعفی,/mosta'fi/
منطقةالبروج,/mantaqatolboruj/
سمت,/samt/
دلکو,/delko/
پایسته,/pāyeste/
عیون,/'oyun/
پایشنه,/pāyešne/
شاه بانک,/šāhbānak/
دلکش,/delke(a)š/
عیوق,/'ayyuq/
قصب السکر,/qasabossokkar/
قصب السبق,/qasbossabaq/
شررفشان,/šararafešān/
ژوراسیک,/žurāsik/
اقدام,/'aqdām/
چاره پذیر,/čārepazir/
چاره بردار,/čārebardār/
شکرانه,/šokrāne/
شکراندا,/šekar[']andā/
باری,/bāri/
اهران,/'ahrān/
برساد,/barsād/
اهرامن,/'ahrāman/
خندستان,/xandestān/
برس,/bars/
سوجش,/suješ/
یوزبان,/yuzbān/
همشهری,/hamšahri/
مایعرف,/māyo'raf/
نزار,/nazār/
مجالست,/mojālesat/
مایع,/māye'/
شیب پالا,/šibpālā/
نرینه,/narine/
مجالس,/majāles/
جلیت,/jaliy[y]at/
ارتجا,/'ertejā/
منضج,/monzej/
بیزار,/bizār/
بیز,/biz/
دیواستنبه,/div[']estambe/
دیوان,/divān/
ثمر,/samar/
منضد,/monazzad/
نکایت,/nekāyat/
زمین سنبه,/za(e)minsombe/
رقطا,/raqtā/
خاک نشین,/xāknešin/
تازه نفس,/tāzenafas/
زمین دار,/za(e)mindār/
رقصیدن,/raqsidan/
کوردین,/kurdin/
فاطرالسموات,/fāterossamāvāt/
ترزده,/tarzade/
بهجت افزا,/be(a)hjat[']afzā/
تقیل,/taqayyol/
ترزبان,/tarzabān/
تقید,/taqayyod/
بهجت,/be(a)hjat/
شندف,/šandaf/
بوم کن,/bumkan/
بومهن,/bum[a]han/
شندرغاز,/šenderqāz/
ناچرید,/nāčarid/
متعبد,/mota'abbad/
مورچه خوار,/murčexār/
زابل,/zābol/
ناچخ,/nāčax/
رواشن,/ravāšen/
نمج,/namj/
ابری,/'abri/
ابره,/'abre/
نمد,/namad/
اتوکش,/'otukeš/
ماهوت,/māhut/
ماهوت پاک کن,/māhutpākkon/
هم کنار,/hamkenār/
پرمصرف,/pormasraf/
سرزمین,/sarzamin/
دیگ,/dig/
ساستا,/sāstā/
خردپیشه,/xeradpiše/
کمر,/kamar/
خردانگارش,/xord[']engāreš/
زندوان,/zandvān/
کمدین,/komediyan/
خنک,/xona(o)k/
آتش نشانی,/'ātašnešāni/
زندواف,/zandvāf/
اسل,/'asal/
ساسانی,/sāsāni/
بیش,/biš/
سیز,/siz/
چبیره,/čabire/
شیرجه,/širje/
شیرج,/širaj/
نهنگ,/nahang/
پاده بان,/pādebān/
نهنده,/na(e)hande/
شایق,/šāy(')eq/
شائک السلاح,/šā'ekosselāh/
پاده,/pāde/
رهنما,"/rahna(e,o)mā/"
ره نشین,/rahnešin/
آذر,/'āzr/
بچه سرکه,/baččeserke/
داس,/dās/
بحاث,/bahhās/
ادخار,/'eddexār/
دازی,/dāzi/
ادخال,/'edxāl/
ساجد,/sājed/
انژکتور,/'anžektor/
کیک,/keyk/
خان,/xān/
کیفیت,/keyfiy[y]at/
مجامعت,/mojāme'at/
مجامله,/mojāmele/
مبسوط,/mabsut/
پهنک,/pahnak/
فشنگ,/fešang/
غاش,/qāš/
فشل,/fašal/
مبسوط الید,/mabsutolyad/
کندر,/kandar/
غاسول,/qāsul/
مسلح,/mosallah/
شورش,/šureš/
پهند,/pahand/
شریک,/šarik/
رمبیده,/rombide/
شریفه,/šarife/
مند,/mand/
اسموکینگ,/'esmoking/
اسمندر,/'asmandar/
ساک,/sāk/
آهوناک,/'āhunāk/
آهون بر,/'āhunba(o)r/
منخلع,/monxale'/
هم مسلک,/hammaslak/
مصقله,/mesqale/
شورستان,/šurestān/
شاهنامه خوان,/šāhnāmexān/
آشیبیدن,/'āšibidan/
آشیب,/'āšib/
سفت,/seft/
پوکه,/puke/
پوکر,/poker/
چشم نهاده,/če(a)šmnahāde/
صاحب,/sāheb/
صاحب اختیار,/sāheb[']extiyār/
قمحه,/qomhe/
صدپاره,/sadpāre/
منبت,/mambet/
قمحدوه,/qamahdove/
ریتم,/ritm/
حمام,/hamām/
فالوده,/fālude/
جدول بندی,/jadvalbandi/
رخ,/rax/
کچوله,/kočule/
موهبت,"/muhebat, mo[w]hebat/"
ریچار,/ričār/
فالنجیقن,/fālenjiqan/
انصراف,/'enserāf/
ترویحه,/tarvihe/
ترویح,/tarvih/
آشفته خو,/'āšoftexu/
پای موزه,/pāymuze/
آشفته دل,/'āšoftedel/
قرق چی,/qoroqči/
ورفان,/varafān/
انصداع,/'ensedā'/
قرقاول,/qarqāvol/
خوارق,/xavāreq/
گرد,/gard/
گرختن,/gorextan/
شیرسار,/širsār/
شیرزور,/širzur/
ضرابی,/zarrābi/
ضراب خانه,/zarrābxāne/
نظارت,/ne(a)zārat/
گریغ,/goriq/
سؤر,/so'r/
سوده,/sude/
کبک انجیر,/kabk[']anjir/
کبک,/kabk/
گرگینه,/gorgine/
متردد,/mote(a)radded/
دفتین,/daftin/
دفته,/dafte/
دول,/daval/
ربیع,/rabi'/
سبط,/sebt/
الاجه,/'alāje/
سبزینه,/sabzine/
تعهد,/ta'ahhod/
ربیثا,/rabisā/
تعیش,/ta'ayyoš/
تاپاله,/tāpāle/
کوک,/kuk/
بدفعل,/badfe'l/
تدانی,/tadāni/
تداول,/tadāvol/
لاجوردی,/lāj[e]vardi/
اراضی,/'arāzi/
مفطر,/mofter/
لاجورد,/lāj[e]vard/
گلچین,/golčin/
چاپیدن,/čāpidan/
چاپیده,/čāpide/
آبادگر,/'ābādgar/
بازداشت,/bāzdāšt/
الحاح,/'elhāh/
روشن,/ravešn/
بازداشتگاه,/bāzdāštgāh/
پیراهیدن,/pirāhidan/
پیراهه,/pirāhe/
شریره,/šarire/
الچوق,/'al[a]čuq/
لنبک,/lombak/
مطاف,/matāf/
لشکرکشی,/laškarke(a)ši/
مطاعن,/matā'en/
زادبود,/zādbud/
هشته,/hešte/
خصیه,/xosye/
هشته نامه,/heštenāme/
زیبا,/zibā/
یادآور,/yād[']āvar/
خصیم,/xasim/
سنجر,/sanjar/
زیبارو,
عشاوه,/'ašāve/
علقم,/'alqam/
ورک,/varak/
مبغض,/mobqez/
سنجد,/senjed/
مبعوث,/mab'us/
عشاق,/'oššāq/
خرشاد,/xoršād/
اعلامیه,/'e'lāmiy[y]e/
اعلام,/'a'lām/
دیرانی,/deyrāni/
مغلق,/moqlaq/
دیرانه,/dirāne/
گراز,/gorāz/
پژولش,/pažuleš/
گراد,/gerād/
سلاح دار,/selāhdār/
چهارشاخ,/ča(ā)hāršāx/
سلاحشور,/selāhšur/
چهارسوق,/ča(ā)hārsuq/
پژولاننده,/pažulānande/
مستخبر,/mostaxber/
لاله ستان,/lālesetān/
فراوانی,/farāvāni/
فراوان هنر,/farāvānhonar/
عارف,/'āref/
نرم نرمک,/narmnarmak/
عارفانه,/'ārefāne/
مستحیل,/mostahil/
نرموره,/narmure/
جزغاله,/jezqāle/
جزل,/jazl/
فربهی,/farbehi/
رادمنش,/rādmaneš/
خلیق,/xaliq/
خودستایی,/xodsetāy(')i/
خودسر,/xodsar/
ترمس,/tarmos/
تنخواه دار,/tanxāhdār/
ترموالکتریسیته,/termo'elekt[e]risite/
آینه گون,/'āy[e]negun/
شمه,/šeme/
متفرد,/motafarred/
چاشنی چش,/čāšničeš/
زنهار,/zenhār/
زنوییدن,/zanuy(')idan/
فلخودن,/falxudan/
متفرس,/motafarres/
تذلیل,/tazlil/
سودا,/so[w]dā/
سراج,/sarrāj/
پوشاننده,/pušānande/
رحمان,/rahmān/
مواج,/mavvāj/
مرحوم,/marhum/
رحم,/rahm/
مرحمت,/marha(e)mat/
فحاوی,/fahāvi/
کیچ,/kič/
سکسی,/seksi/
مواثیق,/mavāsiq/
بابونه,/bābune/
سکسکه,/sekseke/
بابونک,/bābunak/
گدار,/godār/
ملتهب,/moltaheb/
گداخته,/godāxte/
فساد,/fa(e)sād/
فروس,/forus/
فسار,/fa(e)sār/
فروستردن,/foruso(e)tordan/
بدآهو,/bad[']āhu/
تارتن,/tārtan/
ساداوران,/sādāvarān/
دشوار,/došvār/
تارتنک,/tārtanak/
دشوارپسند,/došvārpasand/
بدآموزی,/bad[']āmuzi/
مواعده,/movā'ede/
بشلیدن,/bašalidan/
مشکل گشا,/moškelgošā/
مواعد,/mavā'ed/
پاسیدن,/pāsidan/
سروش,/soruš/
نگهبان,/negahban/
پاسیار,/pāsyār/
زبان درازی,/zabānderāzi/
مشگ,/mašg/
مشکین نفس,/mo(e)škinnafas/
زبان دراز,/zabānderāz/
سبزایوان,/sabze[']yvān/
سبزاندرسبز,/sabz[']andarsabz/
طاعون,/tā'un/
رنگرزان,/rangrazān/
ام الامراض,/'ommol'amrāz/
جناب,/ja(o)nāb/
جن,/jen/
پیوندیدن,/peyvandidan/
پیونیدن,/peyvanidan/
انفعال,/'enfe'āl/
روایح,/ravāyeh/
روایت,/ra(e)vāyat/
رادون,/rādon/
نیم دار,/nimdār/
نیم دایره,/nimdāyere/
غلبه کن,/qolbekan/
تیماردار,/timārdār/
غلت,/qalt/
تیمارداری,/timārdāri/
غالیه سا,/qāliyesā/
غالیه ساز,/qāliyesāz/
نفت,/naft/
زنبورک,/zamburak/
گزان,/gazān/
سناریو,/senāriyo/
گزین,/gazin/
معین,/ma'in/
بشکن,/beškan/
بشکوفه,/beškufe/
کول,/kaval/
برکت,/bare(a)kat/
برکات,/bare(a)kāt/
تیرکمان,/tirkamān/
گزر,/gazar/
کولاب,/kulāb/
گزاییدن,/gazāyidan/
لعبه,/lo'be/
تیرکش,/tirke(a)š/
تلک,/talk/
پیرخر,/pirxar/
ییلاق,/yeylāq/
ییری,/yayri/
نای,/nāy/
دیو,/div/
ناهیه,/nāhiye/
دیوار,/divār/
زغال اخته,/zoqāl[']axte/
ضمایر,/zamāy(')er/
پشه ناک,/paš[š]enāk/
پشه غال,/paš[š]eqāl/
دمده,/demode/
دمدمی,/damdami/
اکرکره,/'akarkare/
خواهندگی,/xāhandegi/
نوشاد,/no[w]šād/
سوپر,/super/
دریابنده,/daryābande/
دریابان,/daryābān/
آسدست,/'āsdast/
مولش,/muleš/
مولع,/mula'/
قلیه پوتی,/qal[i]yeputi/
قلیه,/qal[i]y[y]e/
فلسفه,/falsafe/
مشارع,/mašāre'/
دیالوگ,/diyālog/
نارنگ,/nārang/
نارنجک,/nārenjak/
شنج,/šanj/
شیخ الشیوخ,/šeyxoššo(i)yux/
تاباندن,/tābāndan/
مشاربالبنان,/mošāronbelbanān/
شیخ الاسلام,/šeyxol'eslām/
فنومن,/fenomen/
فن وفن,/fen[n]ofen[n]/
بالابان,/bālābān/
بالا,/bālā/
دی,/dey/
انابه,/'enābe/
کازیه,/kāziye/
مغ بچه,/moqbač[č]e/
دیوکردار,/divkerdār/
سکنجبین,/sekanje(a)bin/
سکنجیدن,"/sakanjidan, sekonjidan/"
دیوکده,/divkade/
مغبات,/maqabbāt/
عتیده,/'atide/
مصابیح,/masābih/
جهان گشا,/jahāngošā/
جهانگردی,/jahāngardi/
کارآزمایی,/kār[']āz[e]māy(')i/
کابین,/kābin/
توی,/tuy/
مسلحه,/maslahe/
تویدن,/tavidan/
قاس,/qās/
واحسرتا,/vāhasratā/
رواوه,/ravāve/
روانه,/ravāne/
پری وار,/parivār/
پریوش,/parivaš/
یکنواخت,/yeknavāxt/
یک لخت,/yeklaxt/
چرغند,/čarqand/
جهل,/jahl/
چرغول,/čarqul/
گلوبنده,/ga(e)lubande/
گلوبندگی,/ga(e)lubandegi/
بگه,/begah/
لعلستان,/la'lestān/
موقع,/movaqqa'/
موقر,/movaqqar/
اجنبیه,/'ajnabiyye/
اجنحه,/'ajnehe/
غرغر,/qarqar/
ریشیده,/rišide/
والاهمت,/vālāhemmat/
غرض ورزی,/qarazvarzi/
سرطان,/saratān/
سرشیر,/saršir/
ماشینیسم,/māšinism/
جوان بخت,/javānbaxt/
منسی,/mansiy[y]/
محقوق,/mahquq/
عرین,/'arin/
محققانه,/mohaqqeqāne/
اجیاد,/'ajyād/
عریکه,/'arike/
اجهل,/'ajhal/
سبک ب,
سبک بال,/sabokbāl/
تراشیدن,/tarāšidan/
ظلیل,/zalil/
ظلیف,/zalif/
مراثی,/marāsi/
ماهچه,/māhče/
حصاد,/ha(e)sād/
لشکرفروز,/laškarforuz/
پهلوبندی,/pahlubandi/
پهلوانی سرود,/pahle(a)vānisorud/
لشکرشناس,/laškaršenās/
بدمهر,/badmehr/
سدر,/sedr/
بدمنظر,/badmanzar/
ناگزرد,/nāgozerd/
آشردن,/'āšordan/
سدپا,/sadpā/
ناگزران,/nāgozerān/
روبه راه,/ruberāh/
مجعول,/maj'ul/
اغانی,/'aqāni/
نیازیدن,/niyāzidan/
چدار,/čedār/
چدر,/čadar/
محجوج,/mahjuj/
پنداوسی,/pa(e)ndāvasi/
پندام,/pandām/
محجوبه,/mahjube/
پاورنجن,/pāvaranjan/
خنجک,/xanjak/
پاوند,/pāvand/
پیشوایی,/pišvāy(')i/
افتقاد,/'efteqād/
سپه پهلوان,/sepahpahle(a)vān/
پیشواز,/pišvāz/
سپهبدان,/sepahbo(a)dān/
محبوب,/mahbub/
محبوب القلوب,/mahbubolqolub/
سفلی,/soflā/
سفلیس,/seflis/
خنبک,/xombak/
پرپری,/perperi/
پرپره,/perpere/
مصون,/masun/
خنبره,/xombare/
مصور,/mosavvar/
ورزکار,/varzkār/
باربگ,"/bārbag, bārbeyg/"
باقی,/bāqi/
بخش,/baxš/
تفقه,/tafaqqoh/
رهایی,/rahāy(')i/
رهبان,/rahbān/
نرم بر,/narmbor/
بخسیده,/baxside/
پندش,/pondaš/
مغشوش,/maqšuš/
فمینیسم,/feminism/
بی نیازی,/biniyāzi/
زه تاب,/zehtāb/
تقلید,/taqlid/
تقلیب,/taqlib/
مدعا,/modda'ā/
بخسانیدن,/baxsānidan/
بخسان,/baxsān/
زهانیدن,/ze(a)hānidan/
اسفیوش,/'asfiyuš/
مهادنت,/mohādenat/
شوره زار,/šurezār/
شوره,/šure/
مهادات,/mohādāt/
ویولون,/viyolon/
خال,/xāl/
ویولا,/viyolā/
اسفیدمهره,/'esfidmohre/
هاورکرافت,/hāverk[e]rāft/
گوشتابه,/guštābe/
مکافی,/mokāfi/
مکالمه,/mokāleme/
ماکل,/ma'kal/
ماکزیمم,/mākzimom/
نسخه,/nosxe/
ریگ زاده,/rigzāde/
ورم,/varm/
کژدمه,/každome/
کژدم فسا,/každomfasā/
پذیرفتار,/paziroftār/
خمپاره,/xompāre/
فرهانج,/farhānaj/
پذیرفتاری,/paziroftāri/
شجره نامه,/šajarenāme/
شجرة النسب,/šajaratonnasab/
تود,/tud/
بوران,/burān/
اسپ ریس,/'aspris/
توخچه,/tuxče/
نهیق,/nahiq/
اسپری,/'espari/
شکوف,/šo(e)kuf/
شکور,/šakur/
حطی,/hotti/
حطیم,/hatim/
چمن,/čaman/
مستخرج,/mostaxraj/
ویزیدن,/vizidan/
چمکانی,/čemkāni/
میدان دار,/meydāndār/
دوزندگی,/duzandegi/
کوشنه,/kušne/
میدان,/meydān/
ریخ,/rix/
شعبان,/ša'bān/
آهسته کار,/'āhestekār/
صبح بام,/sobhbām/
دوزنده,/duzande/
حق,/haq[q]/
کشمیری,/kešmiri/
فروهشتگی,/foruheštegi/
شعبات,/šo'abāt/
فروهر,/faravah[a]r/
زور,/zavar/
زورآزما,/zur[']āz[e]mā/
مرابطه,/morābete/
زمینه,/zamine/
سنبک,/sombak/
مهتابی,/mahtābi/
کشن,/kaš[a]n/
اسیر,/'asir/
اسیروار,/'asirvār/
سایه رس,/sāyeres/
مهتابگون,/mahtābgun/
شیبنده,/šibānde/
مکتب دار,/maktabdār/
پرخاشگه,/parxāšgah/
مخالب,/maxāleb/
مکتب,/maktab/
مخافت,/maxāfat/
گلاب,/golāb/
پروژکتور,/po(e)rožektor/
احفاد,/'ahfād/
کاسجوک,/kāsjuk/
کاسد,/kāsed/
خاک برسر,/xākbarsar/
چروک,/čoruk/
مفاجا,/mofājā/
چروکیدن,/čorukidan/
دل پسند,/delpasand/
مفاتیح,/mafātih/
ضجر,/zajar/
دیباذر,/deybāzar/
احق,/'ahaq[q]/
درب,/darb/
دیبادین,/dibādin/
ضبط,/zabt/
مرتد,/mortad[d]/
پازهری,/pāzahri/
افراخ,/'afrāx/
تی,/ti/
نظامی,/nezāmi/
لوم,/lo[w]m/
افراختن,/'afrāxtan/
نظایر,/nazāy(')er/
لؤم,/lo'm/
گلیزه,/gelize/
سعیر,/sa'ir/
سعید,/sa'id/
کشکاب,/kaškāb/
کشکبا,/kaškbā/
اعضا,/'a'zā/
راهزنی,/rāhzani/
دیوراما,/diyorāmā/
متکاثر,/motakāser/
خلف,/xalf/
کازه,/kāze/
اعضاد,/'a'zād/
خلفا,/xolafā/
رسول,/rasul/
فرونهادن,/foruna(e)hadan/
دلخور,/delxor/
دلخوری,/delxori/
بزه,
ترافیک,/terāfik/
بشخودن,/bešxudan/
پنزه,/panze/
ممسوخ,/mamsux/
بشخوار,/bešxār/
تصدی,/tasaddi/
قواضب,/qavāzeb/
قواطع,/qavāte'/
جسته,/ja(e)ste/
تسمیه,/tasmiye/
تصدیر,/tasdir/
ذقن,/zaqan/
دن کیشوت,/donkišot/
پاکاری,/pākāri/
ذریه,/zorriy[y]e/
منحوس,/manhus/
اهتمام,/'ehtemām/
حاسد,/hāsed/
باد دار,/bāddār/
تاک نشان,/tāknešān/
اهتزاز,/'ehtezāz/
بادخیز,/bādxiz/
تاکید,/ta'kid/
ذنب,/zamb/
همبر,/hambar/
ذنب الاسد,/zanabol'asad/
کارناوال,/kānāvāl/
نیم بسمل,/nimbesmel/
خاگینه,/xāgine/
خاگ,/xāg/
پد,/pad/
خوش عاقبت,/xoš'āqebat/
خوش ظاهر,/xošzāher/
نیم ب,
رسانه,/rasāne/
محموم,/mahmum/
کاریده,/kāride/
خاس,/xās/
کاریز,/kāriz/
خازه بند,/xāzeband/
جمل,/jamal/
ثمرات,/samarāt/
ثمره,/samare/
اوباردن,/'o[w]bārdan/
گریس,/geris/
بازه,/bāze/
سفته,"/sa(o,e)fte/"
انتقاب,/'enteqāb/
نابت,/nābet/
کبوترخان,/kabutarxān/
سادیسم,/sādism/
مراحم,/marāhem/
لبق,/labaq/
ساده نویسی,/sādenevisi/
ناپاک رو,/nāpākro[w]/
نابایست,/nābāyest/
ناپاک رای,/nāpākrāy/
آرده,/'ārde/
مدر,/madar/
آردهاله,/'ārdhāle/
گالری,/gāle(o)ri/
ایداج,/'aydāj/
اردور,/'ordovr/
دارزرد,/dārzard/
پزشک یاری,/pezeškyāri/
پزغند,/pozqand/
اضحوکه,/'ozhuke/
اضائه,/'ezā'e/
شمار,/šo(e)mār/
سپار,/sepār/
داردوست,/dārdust/
آذوقه,/'āzuqe/
محط,/mahat[t]/
مکفوف,/makfuf/
اردوبازار,/'ordubāzār/
تپانچه,/tapānče/
قاسر,/qāser/
تپان,/tapān/
شودر,"/šavdar, šo[w]dar/"
کنسول,/konsul/
دوشمال,/dušmāl/
کبیکه,/kabike/
کبیسه,/kabise/
ضیف,/zeyf/
کالری متر,/kālo(e)rimetr/
تهاون,/tahāvon/
دوشک,/došak/
کالری,/kālo(e)ri/
سکته,/se(a)kte/
تهاویل,/tahāvil/
نیله,/nile/
نیلوفری,/nilufari/
زنبغل,/zambaqal/
سخیه,/saxiy[y]e/
گرمک,/garmak/
تجعید,/taj'id/
اردو,/'ordu/
گرمسیر,/garmsir/
تجعد,/taja''od/
خوارکار,/xārkār/
اردنگ,/'ordang/
خوارکاری,/xārkāri/
تمنی,/tamanni/
حذاق,/hozzāq/
انتقال,/'enteqāl/
بادبر,/bādbar/
روسخته,/rusaxte/
انتقاض,/'enteqāz/
گیربوکس,/girboks/
زحمت افزا,/zahmat[']afzā/
گیرایی,/girāy(')i/
آبروداری,/'āb[e]rudāri/
زحمت,/zahmat/
آبرودار,/'āb[e]rudār/
دارتوک,/dārtuk/
تندرو,/tondro[w]/
تندرفتار,/tondraftār/
بوریا,/buriyā/
پشک,/pašak/
بوره,/bure/
رمباندن,/rombāndan/
انگروا,/'ange(a)rvā/
غلظ,/qelaz/
کران,/karān/
کرانه,/karane/
برآشفتن,/bar[']āšoftan/
پاک اصل,/pāk[']asl/
خوشامدگویی,/xošāmadguy(')i/
مولانا,/mo[w]lānā/
غادیات,/qādiyāt/
برآسوده,/bar[']āsude/
خوشامد,/xošāmad/
تصاحب,/tasāhob/
کرو,/karv/
مولامول,/mulāmul/
کروان,/kar[a]vān/
جریره,/jarire/
نقصان,/noqsān/
جریش,/jariš/
امهات,/'ommahāt/
امه,/'ame/
آموز,/'āmuz/
پیکره,/peykare/
راموز,/rāmuz/
رامندی,/rāmandi/
بادشکن,/bādšekan/
پرداخت,/pardāxt/
ریش بابا,/rišbābā/
بادشنام,/bādešnām/
کوفته,/kufte/
پردا,/pardā/
ریش,/riš/
مطلوب,/matlub/
پیکارخر,/peykārxar/
مطمح,/matmah/
ملاس,/me(a)lās/
ارتجاع,/'ertejā'/
ملاست,/malāsat/
بود,/bovad/
ارتجال,/'ertejāl/
بش,/baš/
بل,/bal/
بودار,/budār/
عافیت طلب,/'āfiyattalab/
عاق,/'āq[q]/
قصی,/qasi/
شناگر,/šenāgar/
عصبه,/'asabe/
